Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density ,maximum height,seed mass,seed volume,flowering duration,source,source notes
Cupaniopsis anacardioides,,,,,,39.880,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,,,39.900,,,,,,AUSTRAITS_dataset_49,
Ficus fraseri,14.414,m2/kg,,,,39.952,0.585,,,,,AUSTRAITS_dataset_28,
Smilax australis,7.973, mm2/g,,,,39.998,,4.000,,,,AUSTRAITS_dataset_8,
Smilax australis,,,,,,40.000,,,,,,AUSTRAITS_dataset_68,
Sterculia quadrifida,,,,,,40.000,,,,,,AUSTRAITS_dataset_68,
Psychotria loniceroides,15.608,mm2/mg,,,,40.057,,1.000,,,,AUSTRAITS_dataset_52,
Psychotria loniceroides,15.608, mm2/g,,,,40.057,,1.000,,,,AUSTRAITS_dataset_8,
Psychotria loniceroides,,,,,,40.060,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,,,,,,40.280,,,,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,76.950,g/m2,40.420,0.450,25.000,,,,AUSTRAITS_dataset_39,
Mischocarpus pyriformis,,,,,,40.510,,,,,,Gallagher_field_workPHD,
Wilkiea huegeliana,11.978, mm2/g,,,,40.527,,1.000,,,,AUSTRAITS_dataset_8,
Wilkiea huegeliana,,,,,,40.530,,,,,,AUSTRAITS_dataset_68,
Stephania japonica,,,,,,40.660,,,,,,Gallagher_field_workPHD,
Alangium villosum,,,,,,41.125,570.000,20.000,,,,AUSTRAITS_dataset_49,
Alangium villosum,,,,,,41.125,570.000,9.000,,,,AUSTRAITS_dataset_49,
Hicksbeachia pinnatifolia,,,,,,41.330,,,,,,AUSTRAITS_dataset_68,
Hicksbeachia pinnatifolia,,,,,,41.330,,,,,,AUSTRAITS_dataset_68,
Hicksbeachia pinnatifolia,,,,,,41.330,,,,,,AUSTRAITS_dataset_68,
Rhodomyrtus psidioides,,,,,,41.390,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,41.398,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,,,,,,41.563,,10.000,,,,AUSTRAITS_dataset_49,
Cissus antarctica,,,,,,41.630,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,41.630,,,,,,Gallagher_field_workPHD,
Ficus coronata,16.555,m2/kg,,,,41.718,0.400,,,,,AUSTRAITS_dataset_28,
Endiandra globosa,,,,,,41.948,720.000,30.000,,,,AUSTRAITS_dataset_49,
Wilkiea huegeliana,9.276, mm2/g,,,,42.119,,0.800,,,,AUSTRAITS_dataset_8,
Cleistanthus cunninghamii,11.487,m2/kg,,,,42.292,0.733,,,,,AUSTRAITS_dataset_28,
Eupomatia laurina,12.694, mm2/g,,,,42.437,,15.000,,,,AUSTRAITS_dataset_8,
Eupomatia laurina,,,,,,42.440,,,,,,AUSTRAITS_dataset_68,
Mallotus philippensis,,,,,,42.525,600.000,25.000,,,,AUSTRAITS_dataset_49,
Smilax australis,,,,,,43.330,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,43.330,,,,,,AUSTRAITS_dataset_68,
Carronia multisepala,,,,,,43.400,,,62.832,,,AUSTRAITS_dataset_49,
Eupomatia laurina,,,,,,43.400,,,,,,Gallagher_field_workPHD,
Hicksbeachia pinnatifolia,,,,,,43.400,580.500,15.000,,,,AUSTRAITS_dataset_49,
Pouteria queenslandica,,,,,,43.500,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,43.510,,,,,,Gallagher_field_workPHD,
Arytera divaricata,,,,,,43.600,,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,,,43.750,,,,,,AUSTRAITS_dataset_68,
Neolitsea dealbata,,,,,,43.750,,,,,,AUSTRAITS_dataset_68,
Neolitsea dealbata,,,,,,43.750,,,,,,AUSTRAITS_dataset_68,
Mischocarpus pyriformis,,,,,,43.860,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,55.764, cm2/g,,,,44.096,,,,,,AUSTRAITS_dataset_12,
Dioscorea transversa,,,,,,44.100,,,4.712,,,AUSTRAITS_dataset_49,
Alangium villosum,19.461,m2/kg,,,,44.307,0.485,,,,,AUSTRAITS_dataset_28,
Parsonsia straminea,,,,,,44.330,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,44.330,,,,,,AUSTRAITS_dataset_68,
Endiandra discolor,,,,,,44.490,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,,,44.680,,,,,,AUSTRAITS_dataset_68,
Stephania japonica,,,,,,44.680,,,,,,Gallagher_field_workPHD,
Helicia glabriflora,,,,,,44.850,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,,,45.019,600.000,30.000,,,,AUSTRAITS_dataset_49,
Ficus fraseri,,,,,,45.280,,,,,,Gallagher_field_workPHD,
Alangium villosum,19.214,m2/kg,,,,45.440,0.594,,,,,AUSTRAITS_dataset_28,
Cissus antarctica,,,,,,45.460,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,45.460,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,45.460,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,,,45.500,,,,,,AUSTRAITS_dataset_49,
Arytera divaricata,,,,,,45.820,,,,,,Gallagher_field_workPHD,
Carissa ovata,,,,,,46.200,,,,,,AUSTRAITS_dataset_6,flora
Ficus virens,,,,,,46.288,340.000,40.000,,,,AUSTRAITS_dataset_49,
Arytera divaricata,,,,,,46.610,,,,,,Gallagher_field_workPHD,
Ficus opposita,,,,,,46.638,,10.000,,,,AUSTRAITS_dataset_49,
Calamus muelleri,,,,,,47.250,,,,,,AUSTRAITS_dataset_68,
Calamus muelleri,,,,,,47.250,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,,,47.570,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,47.570,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,47.570,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,47.570,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,47.570,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,47.570,,,,,,Gallagher_field_workPHD,
Carronia multisepala,,,,,,47.670,,,,,,AUSTRAITS_dataset_68,
Carronia multisepala,,,,,,47.670,,,,,,AUSTRAITS_dataset_68,
Dysoxylum rufum,,,,,,47.770,,,,,,Gallagher_field_workPHD,
Pavetta australiensis,,,,,,47.775,,7.000,,,,AUSTRAITS_dataset_49,
Commersonia bartramia,,,,,,47.840,,,,,,Gallagher_field_workPHD,
Ligustrum lucidum,12.010,mm2/mg,,,,48.000,,3.000,21.379,,,AUSTRAITS_dataset_10,
Ligustrum lucidum,,,,,,48.000,,,,,,AUSTRAITS_dataset_68,
Marsdenia rostrata,,,,,,48.800,,,,,,Gallagher_field_workPHD,
Commersonia bartramia,,,,,,49.000,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,49.000,,,,,,AUSTRAITS_dataset_49,
Marsdenia rostrata,,,,,,49.500,,,,,,Gallagher_field_workPHD,
Melodinus australis,,,,,,49.613,,,,,,AUSTRAITS_dataset_49,
Clematis aristata,,,,,,49.660,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,,,49.980,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,12.204, mm2/g,,,,50.030,,17.000,,,,AUSTRAITS_dataset_8,
Parsonsia straminea,12.204,mm2/mg,,,,50.030,,17.000,,,,AUSTRAITS_dataset_52,
Parsonsia straminea,,,,,,50.030,,,,,,AUSTRAITS_dataset_68,
Macadamia tetraphylla,,,,,,50.170,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,,,,,,51.310,,,,,,Gallagher_field_workPHD,
Lophostemon suaveolens,,,,61.800,g/m2,51.460,,,,,,AUSTRAITS_dataset_43,
Piper hederaceum,,,,,,51.476,,,,,,AUSTRAITS_dataset_49,
Lophostemon suaveolens,,,,61.800,g/m2,51.500,0.460,25.000,,,,AUSTRAITS_dataset_61,
Lophostemon suaveolens,,,,61.800,,51.500,,25.000,,,,AUSTRAITS_dataset_45,
Wilkiea huegeliana,,,,,,51.500,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,,,51.850,,,,,,Gallagher_field_workPHD,
Alphitonia excelsa,,,,,,51.975,,15.000,,,jan/feb/mar/apr,AUSTRAITS_dataset_56,
Ficus fraseri,10.891,m2/kg,,,,52.133,0.421,,,,,AUSTRAITS_dataset_28,
Marsdenia rostrata,,,,,,52.180,,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,,,52.280,,,,,,AUSTRAITS_dataset_68,
Ficus racemosa,,,,,,52.500,,35.000,,,,AUSTRAITS_dataset_49,
mallotus philippensis,,,,,,53.594,,10.000,,,jan/feb/mar/apr/may/jun/jul/augsep/oct/nov,AUSTRAITS_dataset_29,
Parsonsia straminea,,,,,,54.240,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,,,54.690,,,,,,Gallagher_field_workPHD,
Ficus opposita,,,,120.860,g/m2,55.650,0.440,4.000,,,,AUSTRAITS_dataset_39,
Flindersia schottiana,,,,,,55.878,580.000,45.000,36.652,,,AUSTRAITS_dataset_49,
Neolitsea dealbata,,,,,,56.840,,,,,,AUSTRAITS_dataset_68,
Ficus watkinsiana,,,,,,58.330,,,,,,AUSTRAITS_dataset_68,
Ficus watkinsiana,,,,,,58.330,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,,,,,,58.480,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,8.420, mm2/g,,,,58.481,,1.000,,,,AUSTRAITS_dataset_8,
Wilkiea macrophylla,,,,,,60.000,,,,,,AUSTRAITS_dataset_68,
Eupomatia bennettii,,,,,,60.638,,2.000,,,,AUSTRAITS_dataset_49,
Ficus racemosa,,,,,,60.900,,15.000,,,,AUSTRAITS_dataset_56,
Commersonia bartramia,,,,,,61.250,410.000,25.000,,,,AUSTRAITS_dataset_49,
Ficus watkinsiana,,,,,,61.250,,,,,,Gallagher_field_workPHD,
Lomandra longifolia,5.560,mm2/mg,,,,61.330,,0.400,11.330,,,AUSTRAITS_dataset_10,
Lomandra longifolia,,,,,,61.330,,,,,,AUSTRAITS_dataset_68,
Lomandra longifolia,,,,,,61.330,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,,,,,,61.730,,,,,,Gallagher_field_workPHD,
Ficus coronata,15.528,m2/kg,,,,61.777,0.470,,,,,AUSTRAITS_dataset_28,
Ficus watkinsiana,,,,,,63.000,370.000,40.000,,,,AUSTRAITS_dataset_49,
Neolitsea dealbata,,,,,,63.000,,15.000,,,,AUSTRAITS_dataset_49,
Wilkiea macrophylla,,,,,,63.000,,10.000,,,,AUSTRAITS_dataset_49,
Rubus moluccanus,,,,,,64.313,,,,,,AUSTRAITS_dataset_49,
Clerodendrum floribundum,,,,,,64.969,,8.000,,,,AUSTRAITS_dataset_49,
Cissus antarctica,18.973, mm2/g,,,,65.048,,2.000,,,,AUSTRAITS_dataset_8,
Cissus antarctica,18.973,mm2/mg,,,,65.048,,2.000,,,,AUSTRAITS_dataset_52,
Cissus antarctica,,,,,,65.050,,,,,,AUSTRAITS_dataset_68,
ficus racemosa,,,,,,65.468,,30.000,,,,AUSTRAITS_dataset_29,
Smilax australis,,,,,,66.240,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,66.240,,,,,,Gallagher_field_workPHD,
Toona ciliata,,,,61.960,g/m2,66.400,0.530,30.000,,,,AUSTRAITS_dataset_39,
Clerodendrum floribundum,,,,,,66.413,,4.000,,,ephemeral,AUSTRAITS_dataset_56,
Stephania japonica,,,,,,69.300,,,23.562,,,AUSTRAITS_dataset_49,
Smilax australis,,,,,,70.970,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,70.980,,,,,,Gallagher_field_workPHD,
Ficus racemosa,,,,,,72.000,,,,,,AUSTRAITS_dataset_68,
Callerya megasperma,,,,,,73.500,,,,,,AUSTRAITS_dataset_49,
Smilax australis,,,,,,75.000,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,,,75.170,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,75.170,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,69.450,g/m2,75.650,0.500,7.000,,,,AUSTRAITS_dataset_39,
Wilkiea huegeliana,,,,,,79.450,,,,,,Gallagher_field_workPHD,
Stephania japonica,26.100,mm2/mg,,,,80.000,,0.000,18.581,,,AUSTRAITS_dataset_10,
Stephania japonica,,,,,,80.000,,,,,,AUSTRAITS_dataset_68,
Sloanea australis,,,,,,80.170,,,,,,AUSTRAITS_dataset_68,
Sloanea australis,,,,,,80.170,,,,,,AUSTRAITS_dataset_68,
Sloanea australis,,,,,,80.170,,,,,,AUSTRAITS_dataset_68,
Neolitsea dealbata,,,,,,81.310,,,,,,AUSTRAITS_dataset_68,
Neolitsea dealbata,12.587,m2/kg,,,,81.312,0.412,,,,,AUSTRAITS_dataset_28,
Lomandra longifolia,,,,,,81.580,,,,,,AUSTRAITS_dataset_68,
Lomandra longifolia,7.007, mm2/g,,,,83.809,,0.700,,,,AUSTRAITS_dataset_8,
Lomandra longifolia,,,,,,83.810,,,,,,AUSTRAITS_dataset_68,
Sloanea australis,,,,,,84.175,516.000,45.000,,,,AUSTRAITS_dataset_49,
Diploglottis australis,,,,,,86.000,,,,,,AUSTRAITS_dataset_68,
Diploglottis australis,,,,,,86.000,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,86.000,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,86.000,,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,102.200,g/m2,86.030,0.470,20.000,,,,AUSTRAITS_dataset_39,
Notelaea longifolia,,,,,,89.490,,,,,,Gallagher_field_workPHD,
Diploglottis australis,,,,,,90.300,597.700,45.000,,,,AUSTRAITS_dataset_49,
Calamus muelleri,,,,,,90.560,,,,,,AUSTRAITS_dataset_68,
Diploglottis australis,,,,,,95.469,,,,,,AUSTRAITS_dataset_68,
Hibiscus heterophyllus,,,,,,96.250,,8.000,,,,AUSTRAITS_dataset_49,
Smilax australis,,,,,,98.250,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,98.250,,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,10.703,m2/kg,,,,98.812,0.585,,,,,AUSTRAITS_dataset_28,
Neolitsea dealbata,11.106,m2/kg,,,,101.356,0.590,,,,,AUSTRAITS_dataset_28,
Legnephora moorei,,,,,,105.040,,,,,,AUSTRAITS_dataset_68,
Legnephora moorei,,,,,,105.040,,,,,,AUSTRAITS_dataset_68,
Legnephora moorei,,,,,,105.040,,,,,,Gallagher_field_workPHD,
Legnephora moorei,,,,,,107.330,,,,,,AUSTRAITS_dataset_68,
Synoum glandulosum,7.968,m2/kg,,,,107.663,0.530,,,,,AUSTRAITS_dataset_28,
Schefflera actinophylla,,,,,,108.588,,20.000,,,aug/sep/oct/nov/dec,AUSTRAITS_dataset_56,
Melodinus australis,,,,,,110.250,,,,,,AUSTRAITS_dataset_6,flora
Sterculia quadrifida,,,,,,114.188,,10.000,,,feb/mar/apr/may/sep/oct/nov,AUSTRAITS_dataset_56,
Sterculia quadrifida,,,,,,119.350,309.000,25.000,,,,AUSTRAITS_dataset_49,
Schefflera actinophylla,,,,,,126.350,400.000,24.000,,,,AUSTRAITS_dataset_49,
Legnephora moorei,,,,,,130.670,,,,,,AUSTRAITS_dataset_68,
Passiflora edulis,,,,,,130.670,,,,,,AUSTRAITS_dataset_68,
Legnephora moorei,,,,,,143.020,,,,,,AUSTRAITS_dataset_68,
Legnephora moorei,,,,,,143.020,,,,,,Gallagher_field_workPHD,
Legnephora moorei,,,,,,168.175,,,226.195,,,AUSTRAITS_dataset_49,
Synoum glandulosum,8.739,m2/kg,,,,187.718,0.502,,,,,AUSTRAITS_dataset_28,
Synoum glandulosum,10.619,m2/kg,,,,203.557,0.524,,,,,AUSTRAITS_dataset_28,
Synoum glandulosum,,,,,,203.560,,,,,,AUSTRAITS_dataset_68,
Polyscias elegans,,,,,,323.360,,,,,,AUSTRAITS_dataset_43,
Rubus moluccanus,,,,,,324.800,,,,,,AUSTRAITS_dataset_6,flora
Melodorum leichhardtii,,,,,,396.900,,,,,,AUSTRAITS_dataset_6,flora
Castanospermum australe,,,,,,483.900,,,,,,AUSTRAITS_dataset_68,
Calamus muelleri,,,,,,546.750,,,,,,AUSTRAITS_dataset_68,
Arytera divaricata,,,,90.760,g/cm2,,,,,,,Gallagher_field_workPHD,
Hippocratea barbata,,,,68.790,g/cm2,,,,,,,Gallagher_field_workPHD,
Jagera pseudorhus,,,,41.830,g/cm2,,,,,,,Gallagher_field_workPHD,
Jagera pseudorhus,,,,48.330,g/cm2,,,,,,,Gallagher_field_workPHD,
Legnephora moorei,,,,36.830,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,46.990,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,47.510,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,49.210,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,49.840,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,60.440,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,64.620,g/cm2,,,,,,,Gallagher_field_workPHD,
Arytera divaricata,,,,98.700,g/cm2,,,,,,,Gallagher_field_workPHD,
Maclura cochinchinensis,,,,70.320,g/cm2,,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,28.830,g/cm2,,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,39.150,g/cm2,,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,41.460,g/cm2,,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,44.390,g/cm2,,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,58.170,g/cm2,,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,108.820,g/cm2,,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,112.140,g/cm2,,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,116.120,g/cm2,,,,,,,Gallagher_field_workPHD,
Mischocarpus pyriformis,,,,118.690,g/cm2,,,,,,,Gallagher_field_workPHD,
Beilschmiedia obtusifolia,,,,91.010,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,31.000,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,31.720,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,36.370,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,37.250,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,37.660,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,43.730,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,45.490,g/cm2,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,63.660,g/cm2,,,,,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,55.690,g/cm2,,,,,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,80.240,g/cm2,,,,,,,Gallagher_field_workPHD,
Calamus muelleri,,,,78.940,g/cm2,,,,,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,107.920,g/cm2,,,,,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,114.060,g/cm2,,,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,90.480,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,42.260,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,91.490,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,98.100,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,99.630,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,120.750,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,137.420,g/cm2,,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,161.500,g/cm2,,,,,,,Gallagher_field_workPHD,
Capparis arborea,,,,87.770,g/cm2,,,,,,,Gallagher_field_workPHD,
Olea paniculata,,,,66.140,g/cm2,,,,,,,Gallagher_field_workPHD,
Pandorea pandorana,,,,36.530,g/cm2,,,,,,,Gallagher_field_workPHD,
Pandorea pandorana,,,,98.950,g/cm2,,,,,,,Gallagher_field_workPHD,
Pararchidendron pruinosum,,,,40.640,g/cm2,,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,48.570,g/cm2,,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,72.000,g/cm2,,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,85.650,g/cm2,,,,,,,Gallagher_field_workPHD,
Pittosporum undulatum,,,,72.800,g/cm2,,,,,,,Gallagher_field_workPHD,
Pittosporum undulatum,,,,90.270,g/cm2,,,,,,,Gallagher_field_workPHD,
Pittosporum undulatum,,,,100.860,g/cm2,,,,,,,Gallagher_field_workPHD,
Capparis arborea,,,,103.400,g/cm2,,,,,,,Gallagher_field_workPHD,
Pittosporum undulatum,,,,103.540,g/cm2,,,,,,,Gallagher_field_workPHD,
Polyscias elegans,,,,61.300,g/cm2,,,,,,,Gallagher_field_workPHD,
Polyscias elegans,,,,66.150,g/cm2,,,,,,,Gallagher_field_workPHD,
Polyscias elegans,,,,69.360,g/cm2,,,,,,,Gallagher_field_workPHD,
Polyscias elegans,,,,109.970,g/cm2,,,,,,,Gallagher_field_workPHD,
Psychotria loniceroides,,,,45.950,g/cm2,,,,,,,Gallagher_field_workPHD,
Psychotria loniceroides,,,,61.390,g/cm2,,,,,,,Gallagher_field_workPHD,
Rhodomyrtus psidioides,,,,59.180,g/cm2,,,,,,,Gallagher_field_workPHD,
Rhodomyrtus psidioides,,,,106.950,g/cm2,,,,,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,109.060,g/cm2,,,,,,,Gallagher_field_workPHD,
Cayratia clematidea,,,,16.930,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,70.400,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,76.950,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,78.860,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,80.940,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,97.190,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,109.080,g/cm2,,,,,,,Gallagher_field_workPHD,
Smilax australis,,,,122.500,g/cm2,,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,40.820,g/cm2,,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,49.590,g/cm2,,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,50.150,g/cm2,,,,,,,Gallagher_field_workPHD,
Cayratia clematidea,,,,26.370,g/cm2,,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,76.810,g/cm2,,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,,,,42.590,g/cm2,,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,,,,53.880,g/cm2,,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,,,,59.120,g/cm2,,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,,,,90.820,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium australe,,,,64.260,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium australe,,,,82.050,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium australe,,,,91.940,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium australe,,,,95.740,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium luehmannii,,,,64.990,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,45.600,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium luehmannii,,,,73.260,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium luehmannii,,,,78.650,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium oleosum,,,,84.090,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium oleosum,,,,89.230,g/cm2,,,,,,,Gallagher_field_workPHD,
Syzygium oleosum,,,,91.430,g/cm2,,,,,,,Gallagher_field_workPHD,
Trema tomentosa,,,,56.190,g/cm2,,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,74.330,g/cm2,,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,83.910,g/cm2,,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,87.530,g/cm2,,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,94.820,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,49.120,g/cm2,,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,104.280,g/cm2,,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,108.160,g/cm2,,,,,,,Gallagher_field_workPHD,
Wilkiea huegeliana,,,,88.190,g/cm2,,,,,,,Gallagher_field_workPHD,
Wilkiea huegeliana,,,,104.920,g/cm2,,,,,,,Gallagher_field_workPHD,
Wilkiea huegeliana,,,,108.830,g/cm2,,,,,,,Gallagher_field_workPHD,
Wilkiea huegeliana,,,,136.480,g/cm2,,,,,,,Gallagher_field_workPHD,
Acmena smithii,,,,113.090,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,54.710,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,55.080,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,58.720,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,66.430,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,95.080,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,37.520,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,50.870,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,79.950,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,82.720,g/cm2,,,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,92.370,g/cm2,,,,,,,Gallagher_field_workPHD,
Acronychia oblongifolia,,,,67.160,g/cm2,,,,,,,Gallagher_field_workPHD,
Cleistanthus cunninghamii,,,,81.250,g/cm2,,,,,,,Gallagher_field_workPHD,
Clematis aristata,,,,75.220,g/cm2,,,,,,,Gallagher_field_workPHD,
Clematis aristata,,,,78.030,g/cm2,,,,,,,Gallagher_field_workPHD,
Commersonia bartramia,,,,86.930,g/cm2,,,,,,,Gallagher_field_workPHD,
Cryptocarya triplinervis,,,,93.690,g/cm2,,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,79.840,g/cm2,,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,86.430,g/cm2,,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,99.270,g/cm2,,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,100.590,g/cm2,,,,,,,Gallagher_field_workPHD,
Dioscorea transversa,,,,24.790,g/cm2,,,,,,,Gallagher_field_workPHD,
Acronychia oblongifolia,,,,82.880,g/cm2,,,,,,,Gallagher_field_workPHD,
Dioscorea transversa,,,,25.050,g/cm2,,,,,,,Gallagher_field_workPHD,
