Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density,maximum height,seed mass,seed volume,flowering.onset,flowering.end,flowering.duration,source,source notes
Flindersia schottiana,,,,,,,,,70,,,,,AUSTRAITS_dataset_53,
Flindersia schottiana,,,,,,,,,70,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,,,,,3,,,,,,AUSTRAITS_dataset_26,
Geitonoplesium cymosum,,,,,,,,,15.32,,,,,AUSTRAITS_dataset_6,SID
Geitonoplesium cymosum,,,,,,,,,15.32,,,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,,,,,6,,,,,,AUSTRAITS_dataset_26,
Glochidion ferdinandi,,,,,,,,3.2,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.5,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.1,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,2.3,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,2.3,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,0.579,,,,,,,AUSTRAITS_dataset_34,
Glochidion ferdinandi,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Glochidion ferdinandi,,,,,,,,,7.7,,,,,AUSTRAITS_dataset_53,
Glochidion ferdinandi,,,,,,,,,,2.053,,,,AUSTRAITS_dataset_17,
Glochidion ferdinandi,,,,,,,,,2.02,,,,,Gallagher_field_workPHD,
Grevillea robusta,,,,,,,,,,14.9,,,,AUSTRAITS_dataset_17,
Grevillea robusta,,,,,,,0.535,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.51,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.525,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.536,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.495,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.534,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.517,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.554,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.538,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.554,,,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,,,,14.9,,,,AUSTRAITS_dataset_4,
Grevillea robusta,,,,,,,,,20,,,,,AUSTRAITS_dataset_53,
Guioa semiglauca,,,,,,,,1,,,,,,AUSTRAITS_dataset_26,
Guioa semiglauca,,,,,,,,,59.69,,,,,Gallagher_field_workPHD,
Helicia glabriflora,,,,,,,,,152.7,,,,,Gallagher_field_workPHD,
Heritiera trifoliolata,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.805,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,,,110,,,,,AUSTRAITS_dataset_53,
Hibiscus heterophyllus,,,,,,,,,12.552,,,,,AUSTRAITS_dataset_53,
Hippocratea barbata,,,,,,,,,41.5,,,,,AUSTRAITS_dataset_53,
Hippocratea barbata,,,,,,,,,41.5,,,,,AUSTRAITS_dataset_6,SID
Hippocratea barbata,,,,,,,,,41.5,,,,,Gallagher_field_workPHD,
Hymenosporum flavum,,,,,,,,,,6.414,,,,AUSTRAITS_dataset_17,
Hymenosporum flavum,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Hymenosporum flavum,,,,,,,,,,6.414,,,,AUSTRAITS_dataset_4,
Ipomoea cairica,,,,,,,,,24.851,,,,,AUSTRAITS_dataset_53,
Jacaranda mimosifolia,,,,,,,,,11.7,,,,,AUSTRAITS_dataset_53,
Jagera pseudorhus,,,,,,,,,,45.842,,,,AUSTRAITS_dataset_17,
Jagera pseudorhus,,,,,,,0.676,,,,,,,AUSTRAITS_dataset_34,
Jagera pseudorhus,,,,,,,0.676,,,,,,,AUSTRAITS_dataset_34,
Jagera pseudorhus,,,,,,,,,,45.842,,,,AUSTRAITS_dataset_4,
Jagera pseudorhus,,,,,,,,,36.15,,,,,AUSTRAITS_dataset_53,
Jagera pseudorhus,,,,,,,,,36.15,,,,,Gallagher_field_workPHD,
Lantana camara,,,,,,,,3,,,,,,AUSTRAITS_dataset_26,
Lantana camara,,,,,,,,,15,,,,,AUSTRAITS_dataset_53,
Legnephora moorei,,,,,,,,,20,,,,,AUSTRAITS_dataset_53,
Legnephora moorei,,,,,,,,,20,,,,,AUSTRAITS_dataset_6,SID
Legnephora moorei,,,,,,,,,20,,,,,Gallagher_field_workPHD,
Leucaena leucocephala,,,,,,,,,48,,,,,AUSTRAITS_dataset_53,
Ligustrum lucidum,,,,,,,,3,,,,,,AUSTRAITS_dataset_26,
Ligustrum lucidum,,,,,,,,,31,,,,,AUSTRAITS_dataset_53,
Ligustrum sinense,,,,,,,,3,,,,,,AUSTRAITS_dataset_26,
Ligustrum sinense,,,,,,,,,17,,,,,AUSTRAITS_dataset_53,
Lomandra longifolia,,,,,,,,0.4,,,,,,AUSTRAITS_dataset_26,
Lophostemon confertus,,,,,,,,,,8.8,,,,AUSTRAITS_dataset_17,
Lophostemon confertus,,,,,,,0.73,,,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.724,,,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.762,,,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,,,,8.8,,,,AUSTRAITS_dataset_4,
Lophostemon confertus,,,,,,,,,4.08,,,,,AUSTRAITS_dataset_53,
Lophostemon suaveolens,,,,,,,0.691,,,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.551,,,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.704,,,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.6,,,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,,,0.46,,,,,AUSTRAITS_dataset_53,
Maclura cochinchinensis,,,,,,,,,9,,,,,AUSTRAITS_dataset_53,
Maclura cochinchinensis,,,,,,,,,9,,,,,AUSTRAITS_dataset_6,SID
Maclura cochinchinensis,,,,,,,,,9,,,,,Gallagher_field_workPHD,
Mallotus claoxyloides,,,,,,,,,,80.172,,,,AUSTRAITS_dataset_17,
Mallotus discolor,,,,,,,0.633,,,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,,,,20.212,,,,AUSTRAITS_dataset_17,
Mallotus philippensis,,,,,,,0.65,,,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,0.56,,,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,,,,20.212,,,,AUSTRAITS_dataset_4,
Mallotus philippensis,,,,,,,,,26.9,,,,,AUSTRAITS_dataset_53,
Marsdenia rostrata,,,,,,,,,77.35,,,,,Gallagher_field_workPHD,
Melaleuca bracteata,,,,,,,,,,0.033,,,,AUSTRAITS_dataset_17,
Melaleuca bracteata,,,,,,,0.87,,,,,,,AUSTRAITS_dataset_34,
Melaleuca bracteata,,,,,,,,,,0.033,,,,AUSTRAITS_dataset_4,
Melaleuca bracteata,,,,,,,,,0.05,,,,,AUSTRAITS_dataset_53,
Melaleuca quinquenervia,,,,,,,,,,0.047,,,,AUSTRAITS_dataset_17,
Melaleuca quinquenervia,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Melaleuca quinquenervia,,,,,,,0.57,,,,,,,AUSTRAITS_dataset_34,
Melaleuca quinquenervia,,,,,,,,,,0.047,,,,AUSTRAITS_dataset_4,
Melaleuca quinquenervia,,,,,,,,,0.22,,,,,AUSTRAITS_dataset_53,
Melia azedarach,,,,,,,,,,24.6,,,,AUSTRAITS_dataset_17,
Melia azedarach,,,,,,,0.383,,,,,,,AUSTRAITS_dataset_34,
Melia azedarach,,,,,,,0.4,,,,,,,AUSTRAITS_dataset_34,
Melia azedarach,,,,,,,,,,24.6,,,,AUSTRAITS_dataset_4,
Melia azedarach,,,,,,,,,412,,,,,AUSTRAITS_dataset_53,
Melodinus australis,,,,,,,,,65,,,,,AUSTRAITS_dataset_53,
Melodinus australis,,,,,,,,,65,,,,,AUSTRAITS_dataset_6,SID
Melodinus australis,,,,,,,,,65,,,,,Gallagher_field_workPHD,
Melodorum leichhardtii,,,,,,,,,165.32,,,,,AUSTRAITS_dataset_53,
Melodorum leichhardtii,,,,,,,,,165.32,,,,,AUSTRAITS_dataset_6,SID
Melodorum leichhardtii,,,,,,,,,165.32,,,,,Gallagher_field_workPHD,
Micromelum minutum,,,,,,,,,22,,,,,AUSTRAITS_dataset_53,
Mischarytera lautereriana,,,,,,,0.58,,,,,,,AUSTRAITS_dataset_34,
Mischarytera lautereriana,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Mischarytera lautereriana,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Mischocarpus pyriformis,,,,,,,,,187.2,,,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,,,,,1.5,,,,,,AUSTRAITS_dataset_26,
Morinda jasminoides,,,,,,,,,7.9,,,,,AUSTRAITS_dataset_53,
Morinda jasminoides,,,,,,,,,7.9,,,,,AUSTRAITS_dataset_6,SID
Morinda jasminoides,,,,,,,,,7.9,,,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,,,,0.784,,,,,,,AUSTRAITS_dataset_34,
Myrsine variabilis,,,,,,,0.784,,,,,,,AUSTRAITS_dataset_34,
Myrsine variabilis,,,,,,,,,29.6,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,,,,0.498,,,,,,,AUSTRAITS_dataset_34,
Neolitsea dealbata,,,,,,,,,146,,,,,AUSTRAITS_dataset_53,
Neolitsea dealbata,,,,,,,0.445,,,,,,,AUSTRAITS_dataset_33,
Neolitsea dealbata,,,,,,,,,146,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,,,,0.87,,,,,,,AUSTRAITS_dataset_34,
Notelaea longifolia,,,,,,,,,151.46,,,,,Gallagher_field_workPHD,
Notelaea microcarpa,,,,,,,,,43.522,,,,,AUSTRAITS_dataset_53,
Ochna serrulata,,,,,,,,2,,,,,,AUSTRAITS_dataset_26,
Olea paniculata,,,,,,,0.761,,,,,,,AUSTRAITS_dataset_34,
Olea paniculata,,,,,,,0.788,,,,,,,AUSTRAITS_dataset_34,
Olea paniculata,,,,,,,,,98,,,,,AUSTRAITS_dataset_53,
Olea paniculata,,,,,,,,,67,,,,,Gallagher_field_workPHD,
Pandorea pandorana,,,,,,,,,3.8,,,,,AUSTRAITS_dataset_53,
Pandorea pandorana,,,,,,,,,3.8,,,,,AUSTRAITS_dataset_6,SID
Pandorea pandorana,,,,,,,,,3.8,,,,,Gallagher_field_workPHD,
Pararchidendron pruinosum,,,,,,,0.525,,,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,0.525,,,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,0.525,,,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,,,56,,,,,AUSTRAITS_dataset_53,
Pararchidendron pruinosum,,,,,,,,,56,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,,,,,10,,,,,,AUSTRAITS_dataset_26,
Parsonsia straminea,,,,,,,,,8.4,,,,,AUSTRAITS_dataset_53,
Parsonsia straminea,,,,,,,,,8.4,,,,,AUSTRAITS_dataset_6,SID
Parsonsia straminea,,,,,,,,,8.4,,,,,Gallagher_field_workPHD,
Passiflora edulis,,,,,,,,5,,,,,,AUSTRAITS_dataset_26,
Passiflora edulis,,,,,,,,,15.46,,,,,AUSTRAITS_dataset_53,
Passiflora edulis,,,,,,,,,15.46,,,,,AUSTRAITS_dataset_6,SID
Passiflora suberosa,,,,,,,,,2.962,,,,,AUSTRAITS_dataset_53,
Passiflora suberosa,,,,,,,,,39.9,,,,,AUSTRAITS_dataset_6,SID
Passiflora subpeltata,,,,,,,,,50,,,,,AUSTRAITS_dataset_53,
Passiflora subpeltata,,,,,,,,,50,,,,,AUSTRAITS_dataset_6,SID
Pavetta australiensis,,,,,,,,,219,,,,,AUSTRAITS_dataset_53,
Pilidiostigma rhytispermum,,,,,,,,,,76.236,,,,AUSTRAITS_dataset_4,
Pilidiostigma rhytispermum,,,,,,,,,,76.236,,,,AUSTRAITS_dataset_17,
Pilidiostigma rhytispermum,,,,,,,,,51.5,,,,,AUSTRAITS_dataset_53,
Pittosporum multiflorum,,,,,,,,,11.071,,,,,AUSTRAITS_dataset_53,
Pittosporum undulatum,,,,,,,,,,14.4,,,,AUSTRAITS_dataset_17,
Pittosporum undulatum,,,,,,,,5,,,,,,AUSTRAITS_dataset_26,
Pittosporum undulatum,,,,,,,0.745,,,,,,,AUSTRAITS_dataset_34,
Pittosporum undulatum,,,,,,,,,,14.4,,,,AUSTRAITS_dataset_4,
Pittosporum undulatum,,,,,,,,,8.35,,,,,AUSTRAITS_dataset_53,
Pittosporum undulatum,,,,,,,,15,,,,,,AUSTRAITS_dataset_57,
Pittosporum undulatum,,,,,,,,,8.35,,,,,Gallagher_field_workPHD,
Planchonella australis,,,,,,,,,,1430.5,,,,AUSTRAITS_dataset_17,
Planchonella australis,,,,,,,,,957.688,,,,,AUSTRAITS_dataset_53,
Polyscias elegans,,,,,,,,,,4.8,,,,AUSTRAITS_dataset_17,
Polyscias elegans,,,,,,,0.41,,,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,,,,4.8,,,,AUSTRAITS_dataset_4,
Polyscias elegans,,,,,,,,,6.6,,,,,AUSTRAITS_dataset_53,
Polyscias elegans,,,,,,,,,6.6,,,,,Gallagher_field_workPHD,
Pothos longipes,,,,,,,,,109,,,,,AUSTRAITS_dataset_53,
Pothos longipes,,,,,,,,,109,,,,,Gallagher_field_workPHD,
Pseudoweinmannia lachnocarpa,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Pseudoweinmannia lachnocarpa,,,,,,,0.749,,,,,,,AUSTRAITS_dataset_34,
Pseudoweinmannia lachnocarpa,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Psychotria daphnoides,,,,,,,,,18.413,,,,,AUSTRAITS_dataset_53,
Psychotria loniceroides,,,,,,,,,,10.1,,,,AUSTRAITS_dataset_17,
Psychotria loniceroides,,,,,,,,4,,,,,,AUSTRAITS_dataset_26,
Psychotria loniceroides,,,,,,,,,,10.1,,,,AUSTRAITS_dataset_4,
Psychotria loniceroides,,,,,,,,,8.147,,,,,AUSTRAITS_dataset_53,
Psychotria loniceroides,,,,,,,,,8.14,,,,,Gallagher_field_workPHD,
Psydrax odorata,,,,,,,0.87,,,,,,,AUSTRAITS_dataset_34,
Pteridium esculentum,,,,,,,,0.5,,,,,,AUSTRAITS_dataset_26,
Pteridium esculentum,,,,,,,,1,,,,,,AUSTRAITS_dataset_57,
Rhodamnia argentea,,,,,,,0.679,,,,,,,AUSTRAITS_dataset_34,
Rhodamnia argentea,,,,,,,0.719,,,,,,,AUSTRAITS_dataset_34,
Rhodamnia argentea,,,,,,,,,16.978,,,,,AUSTRAITS_dataset_53,
Rhodamnia rubescens,,,,,,,0.599,,,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,,,3.798,,,,,AUSTRAITS_dataset_53,
Rhodomyrtus psidioides,,,,,,,,,5.883,,,,,AUSTRAITS_dataset_53,
Rhodomyrtus psidioides,,,,,,,,,2.47,,,,,Gallagher_field_workPHD,
Rhodosphaera rhodanthema,,,,,,,0.594,,,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,0.585,,,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,0.594,,,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,,,448.871,,,,,AUSTRAITS_dataset_53,
Ricinus communis,,,,,,,,,295.6,,,,,AUSTRAITS_dataset_53,
Rubus moluccanus,,,,,,,,,0.85,,,,,AUSTRAITS_dataset_53,
Rubus moluccanus,,,,,,,,,0.85,,,,,AUSTRAITS_dataset_6,SID
Rubus moluccanus,,,,,,,,,0.85,,,,,Gallagher_field_workPHD,
Rubus rosifolius,,,,,,,,,,0.574,,,,AUSTRAITS_dataset_17,
Rubus rosifolius,,,,,,,,,,0.574,,,,AUSTRAITS_dataset_4,
Rubus rosifolius,,,,,,,,,0.4,,,,,AUSTRAITS_dataset_53,
Rubus rosifolius,,,,,,,,,0.6,,,,,AUSTRAITS_dataset_6,SID
Rubus rosifolius,,,,,,,,,0.6,,,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,,,,,,37.19,,,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,,,,0.839,,,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,,,7.4,,,,,AUSTRAITS_dataset_53,
Schefflera actinophylla,,,,,,,,,,11.726,,,,AUSTRAITS_dataset_17,
Senna septemtrionalis,,,,,,,,,20.604,,,,,AUSTRAITS_dataset_53,
Senna sulfurea,,,,,,,,,28.81,,,,,AUSTRAITS_dataset_53,
Sloanea australis,,,,,,,0.473,,,,,,,AUSTRAITS_dataset_34,
Sloanea australis,,,,,,,0.538,,,,,,,AUSTRAITS_dataset_34,
Sloanea australis,,,,,,,0.538,,,,,,,AUSTRAITS_dataset_34,
Sloanea woollsii,,,,,,,0.513,,,,,,,AUSTRAITS_dataset_34,
Sloanea woollsii,,,,,,,0.525,,,,,,,AUSTRAITS_dataset_34,
Smilax australis,,,,,,,,,40.76,,,,,AUSTRAITS_dataset_6,SID
Smilax australis,,,,,,,,,40.76,,,,,Gallagher_field_workPHD,
Solanum chrysotrichum,,,,,,,,,1.388,,,,,AUSTRAITS_dataset_53,
Solanum mauritianum,,,,,,,,,1.11,,,,,AUSTRAITS_dataset_53,
Solanum seaforthianum,,,,,,,,,1.91,,,,,AUSTRAITS_dataset_53,
Solanum torvum,,,,,,,,,1,,,,,AUSTRAITS_dataset_53,
Stephania japonica,,,,,,,,,,26.41,,,,AUSTRAITS_dataset_17,
Stephania japonica,,,,,,,,,,26.41,,,,AUSTRAITS_dataset_4,
Stephania japonica,,,,,,,,,17.52,,,,,AUSTRAITS_dataset_53,
Stephania japonica,,,,,,,,,19.72,,,,,AUSTRAITS_dataset_6,SID
Stephania japonica,,,,,,,,,19.72,,,,,Gallagher_field_workPHD,
Sterculia quadrifida,,,,,,,0.309,,,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.303,,,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.4,,,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.276,,,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,,,12,,,,,AUSTRAITS_dataset_53,
Streblus brunonianus,,,,,,,0.68,,,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,0.693,,,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,0.702,,,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,,,142.822,,,,,AUSTRAITS_dataset_11,
Synoum glandulosum,,,,,,,,,,381.5,,,,AUSTRAITS_dataset_17,
Synoum glandulosum,,,,,,,,4,,,,,,AUSTRAITS_dataset_26,
Synoum glandulosum,,,,,,,0.531,,,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,,,,381.5,,,,AUSTRAITS_dataset_4,
Synoum glandulosum,,,,,,,,,189.67,,,,,AUSTRAITS_dataset_53,
Synoum glandulosum,,,,,,,,,189.67,,,,,Gallagher_field_workPHD,
Syzygium australe,,,,,,,,,,318.348,,,,AUSTRAITS_dataset_17,
Syzygium australe,,,,,,,0.633,,,,,,,AUSTRAITS_dataset_34,
Syzygium australe,,,,,,,,,,318.348,,,,AUSTRAITS_dataset_4,
Syzygium australe,,,,,,,,,259.335,,,,,AUSTRAITS_dataset_53,
Syzygium australe,,,,,,,,,259.34,,,,,Gallagher_field_workPHD,
Syzygium luehmannii,,,,,,,,,,24.449,,,,AUSTRAITS_dataset_17,
Syzygium luehmannii,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,,,,24.449,,,,AUSTRAITS_dataset_4,
Syzygium luehmannii,,,,,,,,,20.2,,,,,AUSTRAITS_dataset_53,
Syzygium luehmannii,,,,,,,,,20.2,,,,,Gallagher_field_workPHD,
Syzygium oleosum,,,,,,,,,,263.894,,,,AUSTRAITS_dataset_17,
Syzygium oleosum,,,,,,,0.883,,,,,,,AUSTRAITS_dataset_34,
Syzygium oleosum,,,,,,,,,,263.894,,,,AUSTRAITS_dataset_4,
Syzygium oleosum,,,,,,,,,216.49,,,,,AUSTRAITS_dataset_53,
Syzygium oleosum,,,,,,,,,216.49,,,,,Gallagher_field_workPHD,
Tabernaemontana pandacaqui,,,,,,,,,23.597,,,,,AUSTRAITS_dataset_53,
Tecoma capensis,,,,,,,,,2.148,,,,,AUSTRAITS_dataset_53,
Tecoma stans,,,,,,,,,9,,,,,AUSTRAITS_dataset_53,
Toona ciliata,,,,,,,0.383,,,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.338,,,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.33,,,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.387,,,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.43,,,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.39,,,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,,,125,,,,,AUSTRAITS_dataset_53,
Trema tomentosa,,,,,,,0.326,,,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,0.344,,,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,0.322,,,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,,,2.2,,,,,AUSTRAITS_dataset_53,
Trema tomentosa,,,,,,,,,4.86,,,,,Gallagher_field_workPHD,
Tristaniopsis laurina,,,,,,,0.697,,,,,,,AUSTRAITS_dataset_34,
Tristaniopsis laurina,,,,,,,0.87,,,,,,,AUSTRAITS_dataset_34,
Tristaniopsis laurina,,,,,,,0.87,,,,,,,AUSTRAITS_dataset_34,
Trophis scandens,,,,,,,0.659,,,,,,,AUSTRAITS_dataset_34,
Trophis scandens,,,,,,,,,80.55,,,,,Gallagher_field_workPHD,
Wikstroemia indica,,,,,,,,,17,,,,,AUSTRAITS_dataset_53,
Wilkiea huegeliana,,,,,,,,1,,,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,0.8,,,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,4,,,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,2,,,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,1.6,,,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,5.4,,,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,4,,,,,,AUSTRAITS_dataset_26,
Wilkiea huegeliana,,,,,,,,,92.84,,,,,Gallagher_field_workPHD,
Acacia fimbriata,5.12,m2/kg,,,,,,,,,,,,"Trevor L. Meers, Tina L. Bell, Neal J. Enright, Sabine Kasel. 2010.  Do generalisations of global tradeNAoffs in plant design apply to an Australian sclerophyllous flora? Australian Journal of Botany 58(4) 257–270",
Acmena smithii,11.76641221,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Acronychia oblongifolia,13.47730413,m2/kg,,,,,,,,,,,,raw data from Gallagher RV & Leishman MR (2012). Contrasting patterns of community assembly in lianas and trees from temperate Australia. Oikos 121: 2026NA2035,
Alphitonia excelsa,9.06472401,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Backhousia myrtifolia,11.97272995,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Breynia oblongifolia,15.76,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Carex appressa,14.57485662,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Casuarina cunninghamiana,1.409440228,m2/kg,,,,,,,,,,,,Kyle_Hunter Plant Traits,
Cissus antarctica,9.91,m2/kg,,,,,,,,,,,,"Mueller JM. 2009.  Conservation Management Under Climate Change: On Tropical Drought Resistance, NonNAnative Species Response to Increasing Disturbance, and Assisted Migration. MSc thesis, University of Notre Dame.",
Clematis aristata,30.88,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Cryptocarya glaucescens,10.34936337,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Ficus coronata,18.35258043,m2/kg,,,,,,,,,,,,Kyle_Hunter Plant Traits,
Geitonoplesium cymosum,15.97826443,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Glochidion ferdinandi,12.84275212,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
